assigneduser,type,subtype,foldername,priority1,priority2,process,status,duetostart,duetoend,peoplename,namelast,case_task_id,housenumber,streetname,propx,propy,latitude,longitude,location
Eric Finn,CV,Unified,1521 REAGAN HILL DRIVE BUILDING 08,,,Event Log,Open,2026-01-20T00:00:00.000,,EAST AUSTIN 4 LLC,,2026-007096 CV,1521,REAGAN HILL,3130767,10092120,30.3257346,-97.68909195,"
,  
(30.3257346, -97.68909195)"
Sheila Doyle,CV,Unified,1303 E 7TH STREET,,555,Event Log,Open,2026-01-20T00:00:00.000,,1303 EAST 7TH LLC,,2026-007291 CV,1303,7TH,3118739,10069609,30.26463584,-97.72887526,"
,  
(30.26463584, -97.72887526)"
Eric Finn,CV,Unified,5005 MANOR ROAD BUILDING 07,,,Event Log,Open,2026-01-20T00:00:00.000,,RPC MUELLER SQUARE LLC,,2026-007092 CV,5005,MANOR,3131560,10081655,30.29691635,-97.68736809,"
,  
(30.29691635, -97.68736809)"
Forrest Pobst,CV,Unified,11509 N LAMAR BOULEVARD,,555,Event Log,Open,2026-01-20T00:00:00.000,,GENESIS IRREVOCABLE TRUST,,2026-007191 CV,11509,LAMAR,3131668,10113512,30.38447854,-97.68462271,"
,  
(30.38447854, -97.68462271)"
Eric Finn,CV,Unified,5005 MANOR ROAD BUILDING 01,,,Event Log,Open,2026-01-20T00:00:00.000,,RPC MUELLER SQUARE LLC,,2026-007034 CV,5005,MANOR,3131560,10081655,30.29691635,-97.68736809,"
,  
(30.29691635, -97.68736809)"
Seleste Kos,CV,Unified,2506 BUCKS RUN,,,Event Log,Open,2026-01-20T00:00:00.000,,VELAZQUEZ MARTIN & LUCILA,,2026-006806 CV,2506,BUCKS,3109986,10039355,30.18203274,-97.75881109,"
,  
(30.18203274, -97.75881109)"
Hilda Martinez,CV,Unified,1809 PARKER LANE,,999,Event Log,Open,2026-01-17T00:00:00.000,,PARKER LANE PARTNERS LLC,,2026-006447 CV,1809,PARKER,3117643,10059655,30.23734443,-97.73308289,"
,  
(30.23734443, -97.73308289)"
Sandy Van Cleave,OL,Hotel,Frame Hotel - Soco - 110 W ELIZABETH ST (aka 1415 Eva St),,9,Lodging Annual Inspection,Open,2026-01-16T14:25:51.000,2026-12-31T14:25:53.000,LIPPINCOTT MARY 1998 HERITAGE TRUST & ETALS,,2024-108726 OL,110,ELIZABETH,3112012,10063849,30.24923372,-97.7506012,"
,  
(30.24923372, -97.7506012)"
Khary Dumas,OL,Motel,HomeTowne Studios Austin West - 12621 HYMEADOW DR,,,Lodging Annual Inspection,Open,2026-01-16T13:21:19.000,2026-12-31T13:21:22.000,TRINITY AUSTIN WEST HOTEL LLC,,2026-006101 OL,12621,HYMEADOW,3097641,10139458,30.45798345,-97.79062999,"
,  
(30.45798345, -97.79062999)"
Dana Brockington,CV,Unified,4519 S 3RD STREET,,,Event Log,Open,2026-01-16T00:00:00.000,,4517 S 3RD LLC,,2026-006366 CV,4519,3RD,3104135,10052894,30.21962037,-97.77633886,"
,  
(30.21962037, -97.77633886)"
Roshanna Blakemore,CV,Unified,12500-12621 WATERS PARK ROAD,,555,Event Log,Open,2026-01-16T00:00:00.000,,,,2026-006019 CV,12500-12621,WATERS PARK,,,,,
David Thompson,CV,Unified,612 W 4TH STREET,,,Event Log,Open,2026-01-16T00:00:00.000,,LA ZONA RIO LLC,,2026-006152 CV,612,4TH,3112109,10070781,30.26828254,-97.74978425,"
,  
(30.26828254, -97.74978425)"
Monroe Yarbrough,CV,Unified,4804 WEST WIND TRAIL,,5551,Event Log,Open,2026-01-16T00:00:00.000,,MALKAN PRIYANKA & SANDEEP PILLAI,,2026-006211 CV,4804,WEST WIND,3095787,10055993,30.22866396,-97.80253921,"
,  
(30.22866396, -97.80253921)"
Michael Barba,CV,Unified,1413 CLEARFIELD DRIVE,,555,Event Log,Open,2026-01-16T00:00:00.000,,AUSTIN 58 HOLDINGS LLC,,2026-006201 CV,1413,CLEARFIELD,3122340,10103395,30.35727572,-97.71495331,"
,  
(30.35727572, -97.71495331)"
Gabriel Martinez,CV,Unified,13376 N US 183 HWY SERVICE ROAD SB,,555,Event Log,Open,2026-01-16T00:00:00.000,,WC GALLERIA OAKS CENTER LLC,,2026-006306 CV,13376,US 183 HWY,3098236,10134666,30.44477335,-97.78908984,"
,  
(30.44477335, -97.78908984)"
Khary Dumas,OL,Motel,Super 8 Motel-1201 North Ih35   Austin Tx,,7,Lodging Annual Inspection,Open,2026-01-15T15:35:52.000,2026-12-31T15:35:54.000,"DBG AUSTIN VENTURES, LLC",,1991-000134 OL,1201,IH 35,3117870,10072348,30.27222081,-97.7314242,"
,  
(30.27222081, -97.7314242)"
Sandy Van Cleave,OL,Hotel,Doubletree Suites By Hilton-303 West 15th Street,,6,Lodging Annual Inspection,Open,2026-01-15T15:27:28.000,2026-12-31T15:27:30.000,"FELCOR AUSTIN DOWNTOWN LESSEE, LLC",,1987-000054 OL,303,15TH,3114314,10074184,30.27749587,-97.7425504,"
,  
(30.27749587, -97.7425504)"
Sandy Van Cleave,OL,Hotel,Placemakr Downtown Austin - 710 E 3RD ST,,9,Lodging Annual Inspection,Open,2026-01-15T14:53:12.000,2026-12-31T14:53:15.000,"710 E3, LLC",,2025-046323 OL,710,3RD,3116345,10069090,30.26336306,-97.73649469,"
,  
(30.26336306, -97.73649469)"
Sandy Van Cleave,OL,Hotel,Red Roof Plus + - 4701 S IH 35 SVRD NB,,5,Lodging Annual Inspection,Open,2026-01-15T14:40:50.000,2026-12-31T14:40:52.000,SAVAN PATEL,PATEL,2025-005364 OL,4701,IH 35,3110888,10048857,30.20809475,-97.75526029,"
,  
(30.20809475, -97.75526029)"
Khary Dumas,OL,Motel,Motel 6 #9118 - 8010 N IH 35,,9,Lodging Annual Inspection,Open,2026-01-15T14:35:13.000,2026-12-31T14:35:16.000,"AS ATX, LLC",,2022-043553 OL,8010,IH 35,3127447,10098323,30.34300213,-97.6991464,"
,  
(30.34300213, -97.6991464)"
Sandy Van Cleave,OL,Bed and Breakfast,Adina - 1304 Rio Grande St,,9,Lodging Annual Inspection,Open,2026-01-15T14:23:12.000,2026-12-31T14:23:14.000,"AUSTIN SPIRITS, LLC",,2021-005450 OL,1304,RIO GRANDE,3112896,10074193,30.27761133,-97.74704071,"
,  
(30.27761133, -97.74704071)"
Khary Dumas,OL,Motel,Motel 6 Austin Central Downtown UT - 5330 N IH 35,,4,Lodging Annual Inspection,Open,2026-01-15T14:18:10.000,2026-12-31T14:18:12.000,TORAL BALAKRISHNAN,BALAKRISHNAN,2020-124838 OL,5330,IH 35,3124538,10087177,30.31255268,-97.70919917,"
,  
(30.31255268, -97.70919917)"
Sandy Van Cleave,OL,Hotel,Embassy Suites Austin - Downtown/Town Lake - 300 S Congress,,11,Lodging Annual Inspection,Open,2026-01-15T14:08:05.000,2026-12-31T14:08:07.000,"AUSTIN LESSEE, LLC",,2016-156077 OL,300,CONGRESS,3113142,10067263,30.25854609,-97.74677202,"
,  
(30.25854609, -97.74677202)"
Sandy Van Cleave,OL,Hotel,Heywood Hotel - 1609 E Cesar Chavez,,11,Lodging Annual Inspection,Open,2026-01-15T11:55:03.000,2026-12-31T11:55:06.000,"EASTSIDE INN, INC. C/O KATHY SETZER",,2011-108353 OL,1609,CESAR CHAVEZ,3119117,10067248,30.2581215,-97.7278534,"
,  
(30.2581215, -97.7278534)"
Sandy Van Cleave,OL,Hotel,Hilton Austin-500 E. 4th Street   Austin Tx,,10,Lodging Annual Inspection,Open,2026-01-15T09:33:56.000,2026-12-31T09:33:59.000,AUSTIN CONVENTION ENTERPRISES,,2004-000074 OL,500,4TH,3115657.2399999946,10069692.769999996,30.26506411,-97.73862805,"
,  
(30.26506411, -97.73862805)"
Karrie De Mascio,OL,Motel,Quality Inn & Suites Austin Airport - 2751 E SH 71 SVRD WB,,,Lodging Annual Inspection,Open,2026-01-15T08:05:35.000,2026-12-31T08:05:38.000,SHRIMAD HOLDINGS LP,,2022-183061 OL,2751,SH 71,3143372,10050650,30.21091227,-97.65231885,"
,  
(30.21091227, -97.65231885)"
Willis Adams,CV,Unified,1003 E 7TH STREET,,,Event Log,Open,2026-01-15T00:00:00.000,,DAYWOOD JAMES C TRUSTEE,,2026-005828 CV,1003,7TH,3117740,10069981,30.26572267,-97.73201123,"
,  
(30.26572267, -97.73201123)"
Crystal Mendez,CV,Unified,8548 N LAMAR BOULEVARD UNIT 3121,,,Event Log,Open,2026-01-15T00:00:00.000,,LIH LAMAR HOUSING ASSOCIATES LP,,2026-005715 CV,8548,LAMAR,3124981,10102414,30.35440793,-97.70665555,"
,  
(30.35440793, -97.70665555)"
Seleste Kos,CV,Unified,6215 CLUB AUSTIN TX 78741 USA,,,Event Log,Open,2026-01-15T00:00:00.000,,KIM JUNE,,2026-005677 CV,6215,CLUB,3128686,10058571,30.23365026,-97.69820463,"
,  
(30.23365026, -97.69820463)"
David Thompson,CV,Unified,57 N IH 35 AUSTIN TX 78702 USA,,,Event Log,Open,2026-01-15T00:00:00.000,,COPLAND BRIAN & MICHAEL RHODES,,2026-005817 CV,57,IH 35,3116449,10066625,30.2565805,-97.73634762,"
,  
(30.2565805, -97.73634762)"
Forrest Pobst,CV,Unified,913 PYEGRAVE PLACE,,555,Event Log,Open,2026-01-15T00:00:00.000,,GRAHAM CHRITOPHER A,,2026-005606 CV,913,PYEGRAVE,3138362,10114970,30.38804635,-97.66328792,"
,  
(30.38804635, -97.66328792)"
Erica Thompson,CV,Unified,1108 NUECES STREET (Master Case),,555,Event Log,Open,2026-01-15T00:00:00.000,,CAPITOL QUARTERS LIVING LLC,,2026-005597 CV,1108,NUECES,3113002,10073283,30.2751031,-97.74677202,"
,  
(30.2751031, -97.74677202)"
Seleste Kos,CV,Unified,1214 VARGAS AUSTIN TX 78741 USA,,,Event Log,Open,2026-01-15T00:00:00.000,,AEA ALPINE LLC,,2026-005437 CV,1214,VARGAS,3129061,10057165,30.22976101,-97.69712301,"
,  
(30.22976101, -97.69712301)"
Sandy Van Cleave,OL,Hotel,Intown Suites - Austin - 12989 N US 183 Hwy   Austin Tx,,8,Lodging Annual Inspection,Open,2026-01-14T12:36:59.000,2026-12-31T12:37:01.000,"INTOWN SUITES MANAGEMENT, INC ATTN: TAX DEPT",,2015-070025 OL,12989,US 183 HWY,3102417.4399999976,10132355.599999994,30.43815871,-97.77599221,"
,  
(30.43815871, -97.77599221)"
Khary Dumas,OL,Rooming House Commercial,"Teresa Hall (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:46:43.000,2026-12-31T10:46:46.000,"ST. EDWARD'S UNIVERSITY, INC.",,1985-000232 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Boarding House Commercial,St Andre Apts - 3001 S CONGRESS AVENUE,,,Lodging Annual Inspection,Open,2026-01-14T10:41:36.000,2026-12-31T10:41:38.000,ST. EDWARDS UNIVERSITY,,2020-024216 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Rooming House Commercial,"LeMans Hall (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:37:41.000,2026-12-31T10:37:43.000,"ST. EDWARD'S UNIVERSITY, INC.",,2008-090397 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Rooming House Commercial,"Edmund Hunt Hall (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:31:22.000,2026-12-31T10:31:25.000,"ST. EDWARD'S UNIVERSITY, INC.",,2008-090390 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Rooming House Commercial,"Ladybird Johnson Hall (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:29:10.000,2026-12-31T10:29:12.000,"ST. EDWARD'S UNIVERSITY, INC.",,2008-090374 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Rooming House Commercial,"Casa (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:26:09.000,2026-12-31T10:26:12.000,"ST. EDWARD'S UNIVERSITY, INC.",,2008-090349 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Rooming House Commercial,"Dujarie Hall (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:21:32.000,2026-12-31T10:21:35.000,"ST. EDWARD'S UNIVERSITY, INC.",,2006-000150 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Khary Dumas,OL,Rooming House Commercial,"St Edwards Apartments (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-14T10:17:52.000,2026-12-31T10:17:55.000,"ST. EDWARD'S UNIVERSITY, INC.",,2004-000087 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Eric Finn,CV,Unified,1521 REAGAN HILL DRIVE - LAUNDRY RM,,,Event Log,Open,2026-01-14T00:00:00.000,,EAST AUSTIN 4 LLC,,2026-004797 CV,1521,REAGAN HILL,3130767,10092120,30.3257346,-97.68909195,"
,  
(30.3257346, -97.68909195)"
Lauren Taggart,CV,Unified,5304 RAMBLING RANGE,,555,Event Log,Open,2026-01-14T00:00:00.000,,YATES TIMOTHY A & LISA A,,2026-004929 CV,5304,RAMBLING RANGE,3113744,10127019,30.42276819,-97.74045462,"
,  
(30.42276819, -97.74045462)"
Ieshea Young,CV,Unified,3759 VALLEY VIEW RD,,,Event Log,Open,2026-01-14T00:00:00.000,,WM 41 AUSTIN RE LLC,,2026-004942 CV,3759,VALLEY VIEW,3102123.75,10058365,30.23478633,-97.78230776,"
,  
(30.23478633, -97.78230776)"
Kristina Lunde,CV,Unified,5104 RAINBOW RIDGE CIRCLE,,,Event Log,Open,2026-01-14T00:00:00.000,,MARINELLA CASA,,2026-005264 CV,5104,RAINBOW RIDGE,3132526,10073126,30.27340851,-97.68495142,"
,  
(30.27340851, -97.68495142)"
Seleste Kos,CV,Unified,2306 BERRY HILL CIRCLE,,,Event Log,Open,2026-01-14T00:00:00.000,,WRIGHT FRED WILLIS JR,,2026-005103 CV,2306,BERRY HILL,3095702,10052074,30.21789645,-97.80309051,"
,  
(30.21789645, -97.80309051)"
Damion Watts,OL,Short Term Rental Type 3,1200 E 11TH ST Unit 204,,,Application Intake,Open,2026-01-14T00:00:00.000,,IMAD ZACCAK,ZACCAK,2026-009451 OL,1200,11TH,3119108.5,10071125,30.26877928,-97.7275927,"
,  
(30.26877928, -97.7275927)"
Kenneth Nettle,CV,Unified,8101 PARKDALE DRIVE,,555,Event Log,Open,2026-01-14T00:00:00.000,,CROW JACOB A,,2026-004899 CV,8101,PARKDALE,3116747,10104862,30.36166901,-97.73257285,"
,  
(30.36166901, -97.73257285)"
Roman Lopez,CV,Unified,1000 W BEN WHITE BLVD,,999,Event Log,Open,2026-01-14T00:00:00.000,,900 BEN WHITE LP,,2026-005068 CV,1000,BEN WHITE BLVD,3104409,10056072,30.22833891,-97.77524022,"
,  
(30.22833891, -97.77524022)"
David Thompson,CV,Unified,8810 N. Lamar Blvd,,,Event Log,Open,2026-01-14T00:00:00.000,,,,2026-004870 CV,8810,LAMAR,3126745,10103507,30.35729777,-97.70098236,"
,  
(30.35729777, -97.70098236)"
Ralph Johnson,CV,Unified,4111 AVENUE A,,555,Event Log,Open,2026-01-14T00:00:00.000,,AUSTIN FLATS VENTURES LLC,,2026-005072 CV,4111,AVENUE A,3116717,10084769,30.3064383,-97.7341564,"
,  
(30.3064383, -97.7341564)"
Khary Dumas,OL,Rooming House Commercial,"Basil Moreau Hall (St Eds)-3001 S Congress Ave,  Austin Tx",,,Lodging Annual Inspection,Open,2026-01-13T15:08:20.000,2026-12-31T15:08:23.000,"ST. EDWARD'S UNIVERSITY, INC.",,2004-000086 OL,3001,CONGRESS,3110095,10057569,30.23209318,-97.75713136,"
,  
(30.23209318, -97.75713136)"
Sandy Van Cleave,OL,Hotel,Staybridge Suites Austin Northwest - 13087 N US 183,,9,Lodging Annual Inspection,Open,2026-01-13T14:48:08.000,2026-12-31T14:48:12.000,LVP SBS AUSTIN HOLDING CORP,,2016-128462 OL,13087,US 183 HWY,3101300.3931249976,10133232.375,30.44063942,-97.77947208,"
,  
(30.44063942, -97.77947208)"
Sandy Van Cleave,OL,Hotel,Fairfield Inn & Suites Austin Northwest - 13087 N US 183,,9,Lodging Annual Inspection,Open,2026-01-13T14:41:24.000,2026-12-31T14:41:27.000,LVP FFI AUSTIN HOLDING CORP,,2016-114106 OL,13087,US 183 HWY,3101300.3931249976,10133232.375,30.44063942,-97.77947208,"
,  
(30.44063942, -97.77947208)"
Sandy Van Cleave,OL,Hotel,Holiday Inn Austin Midtown-6000 Middle Fiskville Rd,,7,Lodging Annual Inspection,Open,2026-01-13T14:32:11.000,2026-12-31T14:32:14.000,"AUSTIN H.I. BORROWER, LLC",,2015-119937 OL,6000,MIDDLE FISKVILLE,3123904,10091039,30.32320978,-97.71091933,"
,  
(30.32320978, -97.71091933)"
Sandy Van Cleave,OL,Hotel,Residence Inn - The Domain Area - 3713 Tudor Blvd,,9,Lodging Annual Inspection,Open,2026-01-13T14:09:58.000,2026-12-31T14:10:01.000,AUSTIN R ARBORETUM PROPCO LP,,2019-167957 OL,3713,TUDOR,3114250,10113179,30.38469153,-97.73987328,"
,  
(30.38469153, -97.73987328)"
Philip Sughrue,PP,C-1000 Commercial Remodel,9710 N LAMAR BLVD UNIT 110,,,527 CSI Inspection,Expired,2026-01-13T00:00:00.000,2026-01-13T00:00:00.000,,,2024-143752 PP,9710,LAMAR,3128376,10107154,30.36721654,-97.69553841,"
,  
(30.36721654, -97.69553841)"
David Thompson,CV,Unified,2407 LAKE AUSTIN BOULEVARD,,,Event Log,Open,2026-01-13T00:00:00.000,,FORD COIN REALTY L P % E F PROPERTIES L P,,2026-004313 CV,2407,LAKE AUSTIN,3104623,10074145,30.27800552,-97.77324594,"
,  
(30.27800552, -97.77324594)"
Aaron Robinson,CV,Unified,2005 1/2 THRASHER LN,,,Event Log,Open,2026-01-13T00:00:00.000,,GARCIA ELEUTERIO,ELEUTERIO,2026-004583 CV,,,3128142.47793805,10054558.7526375,30.222657465016297,-97.70022097695089,"
,  
(30.222657465016297, -97.70022097695089)"
Aaron Janke,CV,Unified,6106 REICHER DRIVE,,,Event Log,Open,2026-01-13T00:00:00.000,,CANNEFAX STELLA,,2026-004199 CV,6106,REICHER,3135464,10085063,30.3060284,-97.67474331,"
,  
(30.3060284, -97.67474331)"
David Thompson,CV,Unified,5241 N. Lamar,,,Event Log,Open,2026-01-13T00:00:00.000,,AMF FUNDS LLC,,2026-004503 CV,5241,LAMAR,3118114,10089944,30.32057375,-97.72934679,"
,  
(30.32057375, -97.72934679)"
Juan Villarreal,CV,Unified,2931 ELLON ROAD,,12,Event Log,Open,2026-01-13T00:00:00.000,,MUNOZ RACHEL & LINDA M MUNOZ,,2026-004708 CV,2931,ELLON,3147001,10049430,30.20731779,-97.64092703,"
,  
(30.20731779, -97.64092703)"
Aaron Janke,CV,Unified,1187 AIRPORT BOULEVARD,,,Event Log,Open,2026-01-13T00:00:00.000,,DILLARD DAVID JOHN ETAL,,2026-004441 CV,1187,AIRPORT,3127994,10074004,30.27611781,-97.69923818,"
,  
(30.27611781, -97.69923818)"
Johnny Serna,CV,Unified,7713 BYRDHILL LANE,,,Event Log,Open,2026-01-13T00:00:00.000,,AGAPE CHRISTIAN MINISTRIES AUSTIN INC,,2026-004512 CV,7713,BYRDHILL,3101229,10039270,30.18235329,-97.78652452,"
,  
(30.18235329, -97.78652452)"
Desmond Waites,CV,Unified,6801 WENTWORTH DRIVE,,,Event Log,Open,2026-01-13T00:00:00.000,,SALEH AZIZ & MITRA KOOKMA,,2026-004243 CV,6801,WENTWORTH,3149548,10081091,30.29417704,-97.63043137,"
,  
(30.29417704, -97.63043137)"
Courtney Britt,CV,Unified,10701 N LAMAR BOULEVARD,,,Event Log,Open,2026-01-13T00:00:00.000,,DO THANH & NGA NGUYEN SIDE POCKET/LAMAR BUS PARK,,2026-004326 CV,10701,LAMAR,3130217,10110369,30.37593387,-97.68946013,"
,  
(30.37593387, -97.68946013)"
Roman Lopez,CV,Unified,1403 S LAMAR BOULEVARD,,9999,Event Log,Open,2026-01-13T00:00:00.000,,7-ELEVEN INC,,2026-004482 CV,1403,LAMAR,3108100,10064937,30.25247359,-97.76290776,"
,  
(30.25247359, -97.76290776)"
Edmond Su,CV,Unified,309 E 11TH STREET Unit 424,,555,Event Log,Open,2026-01-13T00:00:00.000,,CAPITAL STUDIOS HOUSING LP,,2026-004380 CV,309,11TH,3115770.113125,10072128.153125,30.27175135,-97.73809066,"
,  
(30.27175135, -97.73809066)"
Khary Dumas,OL,Motel,Econo Lodge by Choice Hotels - 2915 S IH 35 SVRD NB,,11,Lodging Annual Inspection,Open,2026-01-12T15:27:42.000,2026-12-31T15:27:44.000,KANTILAL MAISURIA,MAISURIA,2013-085209 OL,2915,IH 35,3114313,10055727,30.22676056,-97.74391451,"
,  
(30.22676056, -97.74391451)"
Aaron Robinson,CV,Unified,1614 Montopolis Drive,,,Event Log,Open,2026-01-12T00:00:00.000,,1614 MONTOPOLIS LLC,,2026-004069 CV,1614,MONTOPOLIS,3127447,10056379,30.2277055,-97.70229102,"
,  
(30.2277055, -97.70229102)"
Seleste Kos,CV,Unified,1112 ECHO LANE,,,Event Log,Open,2026-01-12T00:00:00.000,,OTTO NADJA J,,2026-003930 CV,1112,ECHO,3098102,10045272,30.19904838,-97.7959852,"
,  
(30.19904838, -97.7959852)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 2 UNIT 212,,,Event Log,Open,2026-01-12T00:00:00.000,,2018 AUSTIN OCV LLC,,2026-003902 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Ralph Martinez,EP,Residential,6810 VILLITA AVENIDA,,,114 Continuance of work,,2026-01-12T00:00:00.000,2026-01-12T00:00:00.000,,,2025-086837 EP,6810,VILLITA AVENIDA,3130701,10057936,30.23177338,-97.6918736,"
,  
(30.23177338, -97.6918736)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 1 UNIT 112,,,Event Log,Open,2026-01-12T00:00:00.000,,2018 AUSTIN OCV LLC,,2026-003903 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Damion Watts,OL,Short Term Rental Type 3,807 BLANCO ST Unit 301,,,Application Intake,Open,2026-01-12T00:00:00.000,,LISA & ROBERT ARTNETT,,2026-009426 OL,807,BLANCO,3110187.25,10072995,30.27449106,-97.75570759,"
,  
(30.27449106, -97.75570759)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 2,,,Event Log,Open,2026-01-12T00:00:00.000,,2018 AUSTIN OCV LLC,,2026-003788 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Felicia Milligan,EP,Residential,9806 LLANO ESTACADO LN,1,911,304 Temporary Electric,,2026-01-12T00:00:00.000,2026-01-12T00:00:00.000,,,2025-123537 EP,9806,LLANO ESTACADO,3102593,10121304,30.40776806,-97.77624133,"
,  
(30.40776806, -97.77624133)"
David Downing,CV,Unified,11300 POLLYANNA AVENUE,,,Event Log,Open,2026-01-12T00:00:00.000,,POLYANNA ENTERPRISES INC,,2026-003857 CV,11300,POLLYANNA,3134136,10111095,30.37767283,-97.67698074,"
,  
(30.37767283, -97.67698074)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 3,,,Event Log,Open,2026-01-12T00:00:00.000,,2018 AUSTIN OCV LLC,,2026-003789 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 5,,,Event Log,Open,2026-01-12T00:00:00.000,,,,2026-003628 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Aaron Robinson,CV,Unified,4801 NIXON LANE,,999,Event Log,Open,2026-01-12T00:00:00.000,,ESMERAALDA HERNANDEZ,HERNANDEZ,2026-004096 CV,4801,NIXON,3144372,10074452,30.27627253,-97.64733473,"
,  
(30.27627253, -97.64733473)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 7 UNIT 711,,55,Event Log,Open,2026-01-12T00:00:00.000,,2018 AUSTIN OCV LLC,,2026-004011 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Eric Finn,CV,Unified,2302 DURWOOD STREET BLDG. 4,,,Event Log,Open,2026-01-12T00:00:00.000,,2018 AUSTIN OCV LLC,,2026-004004 CV,2302,DURWOOD,3109823,10061145,30.24194037,-97.75773026,"
,  
(30.24194037, -97.75773026)"
Damion Watts,OL,Short Term Rental Type 3,3840 FAR WEST BLVD Unit 203,,,Renewal Application Intake,Open,2026-01-10T00:00:00.000,,BING WU,WU,2024-147955 OL,3840,FAR WEST,3108172,10102997,30.35709068,-97.75989144,"
,  
(30.35709068, -97.75989144)"
Patricia Perez,CV,Unified,2610 METCALFE ROAD,,,Cutlist - Inspector (Private),,2026-01-09T14:09:15.000,,COUNTRY CLUB CREEK LLC,,2025-161302 CV,2610,METCALFE,3116347,10056128,30.22773251,-97.73744636,"
,  
(30.22773251, -97.73744636)"
Roshanna Blakemore,CV,Unified,11500 BLOOR RD,,555,Cutlist - Inspector (ROW),,2026-01-09T13:48:18.000,,,,2026-003151 CV,,,3164933.14936004,10085027.0109175,30.303960033765318,-97.58138444736349,"
,  
(30.303960033765318, -97.58138444736349)"
Sandy Van Cleave,OL,Hotel,Homewood Suites by Hilton Austin Downtown - 78 N IH 35 (aka 78 East Ave),,9,Lodging Annual Inspection,Open,2026-01-09T13:40:41.000,2026-12-31T13:40:44.000,"MOODY RAINEY DWTN AUSTIN MT, LLC",,2023-015672 OL,78,IH 35,3115962,10067560,30.25918191,-97.73782058,"
,  
(30.25918191, -97.73782058)"
Mahiri Moody,CV,Unified,11513 JUNE DRIVE,,,Emergency Board and Secure Follow-up,,2026-01-09T12:08:59.000,2026-01-12T12:08:59.000,ARISPE CYNTHIA ANN,,2026-000436 CV,11513,JUNE,3138977,10110191,30.37486917,-97.66170193,"
,  
(30.37486917, -97.66170193)"
Sandy Van Cleave,OL,Hotel,Motel 71-2500 E Ben White Blvd   Austin Tx,,6,Lodging Annual Inspection,Open,2026-01-09T10:58:59.000,2026-12-31T10:59:01.000,PREMILABEN PATEL,PATEL,1985-000245 OL,2500,BEN WHITE BLVD,3116891,10051902,30.21608104,-97.73603674,"
,  
(30.21608104, -97.73603674)"
Khary Dumas,OL,Rooming House Commercial,Taos Coop-2612 Guadalupe   Austin Tx,,,Lodging Annual Inspection,Open,2026-01-09T10:43:19.000,2026-12-31T10:43:22.000,"THE COLLEGE HOUSES, INC",,1984-000752 OL,2612,GUADALUPE,3114498,10079379,30.29176435,-97.74158425,"
,  
(30.29176435, -97.74158425)"
